"Numer RSPO";Typ;Nazwa;Ulica;"Numer budynku";"Numer lokalu";"Kod pocztowy";Miejscowość;"Kod terytorialny ulica";"Kod terytorialny miejscowosc";"Kod terytorialny gmina";Telefon;Faks;E-mail;"Strona www";Województwo;Powiat;Gmina;REGON;NIP;"Publiczność status";"Kategoria uczniów";"Specyfika placówki";"Imię i nazwisko dyrektora";"Nazwa organu prowadzącego";"Typ organu prowadzącego";"Województwo organu prowadzącego";"Powiat organu prowadzącego";"Gmina organu prowadzącego"
2989;Gimnazjum;"STOWARZYSZENIE ""NOWE MIASTO"" NIEPUBLICZNE GIMNAZJUM UZAWODOWIONE";"ul. Petera";"64 ";" ";"22-600 ";"Tomaszów Lubelski";15974;0988075;"0618011""";"845342479 ";" ";snowemiasto@wp.pl;;LUBELSKIE;tomaszowski;"Tomaszów Lubelski - gmina miejska";"061444962 ";"9211974353 ";"niepubliczna o uprawnieniach szkoły publicznej";"Dzieci lub młodzież";"brak specyfiki";"Wiesława Szymczuk";"STOWARZYSZENIE ""NOWE MIASTO""";Stowarzyszenia;LUBELSKIE;tomaszowski;Bełżec
2991;Przedszkole;"NIEPUBLICZNE PRZEDSZKOLE JĘZYKOWO-ARTYSTYCZNE KRÓL MACIUŚ I";"ul. Zygmunta";"61 ";" ";"22-600 ";"Tomaszów Lubelski";26333;0988075;"0618011""";"845341010 ";" ";przedszkole@com.edu.pl;www.przedszkole.com.edu.pl;LUBELSKIE;tomaszowski;"Tomaszów Lubelski - gmina miejska";"061444672 ";"9211692063 ";niepubliczna;"Dzieci lub młodzież";"brak specyfiki";"Paweł Kolasiński";"NATALIA KOLASIŃSKA";"Osoba fizyczna";LUBELSKIE;tomaszowski;"Tomaszów Lubelski"
2993;Przedszkole;"PRZEDSZKOLE MIEJSKIE NR 14 W ZAMOŚCIU";"ul. Olchowa";"11 ";" ";"22-400 ";Zamość;14945;0987510;"0664011""";"846386212 ";"846386212 ";przedszkole014@wp.pl;przedszkole14.zamnet.pl;LUBELSKIE;Zamość;"Zamość - gmina miejska";"951077733 ";"9222428766 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Renata Małgorzata Adamska";"MIASTO ZAMOŚĆ";"Miasto na prawach powiatu";LUBELSKIE;Zamość;Zamość
3016;"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO W TOMASZOWIE LUBELSKIM";"ul. Żołnierzy Września";"1 ";" ";"22-600 ";"Tomaszów Lubelski";26516;0988075;"0618011""";"846644454 ";"846644454 ";sp2tomaszow@poczta.onet.pl;www.sp2.tl24.pl/;LUBELSKIE;tomaszowski;"Tomaszów Lubelski - gmina miejska";"000719990 ";"9211378591 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"JAROSŁAW KORZEŃ";"MIASTO TOMASZÓW LUBELSKI";Gmina;LUBELSKIE;tomaszowski;"Tomaszów Lubelski"
3018;Przedszkole;"NIEPUBLICZNE PRZEDSZKOLE ""JAŚ I MAŁGOSIA"" JANUSZ GOŁĘGOWSKI";"ul. Leśna";"19 ";" ";"21-560 ";"Międzyrzec Podlaski";10898;0922159;"0601011""";"83371-78-00 ";" ";;;LUBELSKIE;bialski;"Międzyrzec Podlaski - gmina miejska";"061444880 ";"8251305557 ";niepubliczna;"Dzieci lub młodzież";"brak specyfiki";"Janusz Gołęgowski";"JANUSZ GOŁĘGOWSKI";"Osoba fizyczna";LUBELSKIE;łukowski;Łuków
3084;Przedszkole;"PRZEDSZKOLE NIEPUBLICZNE ""BAJNINIO""";"ul. Kasztelańska";"31 ";"4 ";"20-810 ";Lublin;08179;0954700;"0663011""";"81532781330 ";"81532781331 ";;;LUBELSKIE;Lublin;"Lublin - gmina miejska";"061444991 ";" ";niepubliczna;"Dzieci lub młodzież";"brak specyfiki";"Maria Oberda";"MARIA OBERDA";"Osoba fizyczna";LUBELSKIE;łęczyński;Ludwin
3430;"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ W KOCKU";"ul. Warszawska";"41 ";" ";"21-150 ";Kock;23682;0956069;"0608064""";"818591033 ";"818591033 ";zskock@o2.pl;www.zskock.internetdsl.pl;LUBELSKIE;lubartowski;"Kock - miasto";"000860079 ";"7141051411 ";publiczna;;;"Ewa Guz";"POWIAT LUBARTOWSKI";"Powiat ziemski";LUBELSKIE;lubartowski;Lubartów
3437;"Zespół szkół i placówek oświatowych";"ZESPÓŁ PLACÓWEK OŚWIATOWYCH NR 1 W MIĘDZYRZECU PODLASKIM";"ul. Warszawska";"40 ";" ";"21-560 ";"Międzyrzec Podlaski";23682;0922159;"0601011""";"833714337 ";" ";zpo1mc@wp.pl;www.zpo1miedzyrzec.idsl.pl;LUBELSKIE;bialski;"Międzyrzec Podlaski - gmina miejska";"061446270 ";" ";publiczna;;;"Iwona Orkisiewicz";"MIASTO MIĘDZYRZEC PODLASKI";Gmina;LUBELSKIE;bialski;"Międzyrzec Podlaski"
3438;"Zespół szkół i placówek oświatowych";"ZESPÓŁ PLACÓWEK OŚWIATOWYCH NR 2 W MIĘDZYRZECU PODLASKIM";"ul. Partyzantów";"8 ";" ";"21-560 ";"Międzyrzec Podlaski";15733;0922159;"0601011""";"833712967 ";" ";zpo2mc@hotmail.com;www.zpo2mc.internetdsl.pl;LUBELSKIE;bialski;"Międzyrzec Podlaski - gmina miejska";"061446286 ";" ";publiczna;;;"Grzegorz Kowalczyk";"MIASTO MIĘDZYRZEC PODLASKI";Gmina;LUBELSKIE;bialski;"Międzyrzec Podlaski"
3439;"Zespół szkół i placówek oświatowych";"ZESPÓŁ PLACÓWEK OŚWIATOWYCH NR 3 W MIĘDZYRZECU PODLASKIM";"ul. Leśna";"2 ";" ";"21-560 ";"Międzyrzec Podlaski";10898;0922159;"0601011""";"833717835 ";" ";zpo3@o2.pl;;LUBELSKIE;bialski;"Międzyrzec Podlaski - gmina miejska";"061160503 ";"5372618325 ";publiczna;;;"Jolanta Wolanin";"MIASTO MIĘDZYRZEC PODLASKI";Gmina;LUBELSKIE;bialski;"Międzyrzec Podlaski"
3440;"Specjalny Ośrodek Szkolno-Wychowawczy";"SPECJALNY OŚRODEK SZKOLNO-WYCHOWAWCZY W MIĘDZYRZECU PODLASKIM";"ul. Leśna";"2A ";" ";"21-560 ";"Międzyrzec Podlaski";10898;0922159;"0601011""";"833119208 ";" ";;;LUBELSKIE;bialski;"Międzyrzec Podlaski - gmina miejska";"060095057 ";"5372392789 ";publiczna;;;"Jolanta Modrzewska";"MIASTO MIĘDZYRZEC PODLASKI";Gmina;LUBELSKIE;bialski;"Międzyrzec Podlaski"
3487;Przedszkole;"NIEPUBLICZNE PRZEDSZKOLE W KOCKU";"ul. Stępnia";"6 ";" ";"21-150 ";Kock;21171;0956069;"0608064""";"728343284 ";" ";przedszkole-kock@wp.pl;;LUBELSKIE;lubartowski;"Kock - miasto";"061446381 ";"7141220374 ";niepubliczna;"Dzieci lub młodzież";"brak specyfiki";"Danuta Rola";"DANUTA ROLA";"Osoba fizyczna";LUBELSKIE;lubartowski;Kock
3690;"Liceum ogólnokształcące";"I LICEUM OGÓLNOKSZTAŁCĄCE IM. JANA ZAMOYSKIEGO W ZAMOŚCIU";"ul. Akademicka";"8 ";" ";"22-400 ";Zamość;00160;0987510;"0664011""";"846392801 ";"846392801 ";zam.1lo@2com.pl;1lo.com.pl;LUBELSKIE;Zamość;"Zamość - gmina miejska";"000707751 ";"9221727567 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Bożena Krupa";"MIASTO ZAMOŚĆ";"Miasto na prawach powiatu";LUBELSKIE;Zamość;Zamość
3795;"Szkoła podstawowa";"PUBLICZNA SZKOLA PODSTAWOWA";;"13 ";" ";"21-080 ";Borków;;0380818;"0609042""";"815018068 ";" ";;;LUBELSKIE;lubelski;"Garbów - gmina wiejska";"061446990 ";" ";"niepubliczna o uprawnieniach szkoły publicznej";"Dzieci lub młodzież";"brak specyfiki";"Renata Iwaniak";"DANE DO UZUPEŁNIENIA";"Spółki Handlowe";MAZOWIECKIE;Warszawa;Śródmieście
3797;"Centrum Kształcenia Praktycznego";"CENTRUM KSZTAŁCENIA PRAKTYCZNEGO W ZAMOŚCIU";"ul. Szczebrzeska";"41 ";" ";"22-400 ";Zamość;21803;0987510;"0664011""";"846412101 ";"846412101 ";ckpzamosc@wp.pl;ckpzamosc.republika.pl;LUBELSKIE;Zamość;"Zamość - gmina miejska";"950324566 ";"9222171971 ";publiczna;;;"Zbigniew Zienkiewicz";"MIASTO ZAMOŚĆ";"Miasto na prawach powiatu";LUBELSKIE;Zamość;Zamość
3799;Bursa;"BURSA MIĘDZYSZKOLNA NR 1 W ZAMOŚĆIU";"ul. Okrzei";"6 ";" ";"22-400 ";Zamość;14914;0987510;"0664011""";"846395717 ";"846395717 ";bursa1zamosc@poczta.onet.pl;bursa1zamosc.pl;LUBELSKIE;Zamość;"Zamość - gmina miejska";"950448334 ";"9222449604 ";publiczna;;;"Lucjan Gnyp";"MIASTO ZAMOŚĆ";"Miasto na prawach powiatu";LUBELSKIE;Zamość;Zamość
3812;"Poradnia psychologiczno-pedagogiczna";"PORADNIA PSYCHOLOGICZNO-PEDAGOGICZNA NR 1 W ZAMOŚCIU";"ul. Okrzei";"24 ";" ";"22-400 ";Zamość;14914;0987510;"0664011""";"846395699 ";"846390709 ";pppnr1@pppnr1.enetia.pl;pppnr1.enetia.pl;LUBELSKIE;Zamość;"Zamość - gmina miejska";"000707857 ";"9222203518 ";publiczna;;;"Maria Sakowicz";"MIASTO ZAMOŚĆ";"Miasto na prawach powiatu";LUBELSKIE;Zamość;Zamość
4035;"Liceum ogólnokształcące";"LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH ZAKŁADU DOSKONALENIA ZAWODOWEGO IM. JANA KILIŃSKIEGO W ZAMOŚCIU";"ul. Peowiaków";"3 ";" ";"22-400 ";Zamość;15937;0987510;"0664011""";"846392821 ";" ";liceum_zdz@wp.pl;;LUBELSKIE;Zamość;"Zamość - gmina miejska";"061447564 ";" ";"niepubliczna o uprawnieniach szkoły publicznej";Dorośli;"brak specyfiki";"Waldemar Pawełczuk";"DANE DO UZUPEŁNIENIA";"Spółki Handlowe";MAZOWIECKIE;Warszawa;Śródmieście
4109;Przedszkole;"PRZEDSZKOLE NR 85 W LUBLINIE";"ul. Onyksowa";"8 ";" ";"20-582 ";Lublin;15052;0954700;"0663011""";"814664970 ";" ";poczta@p85.lublin.eu;http://p85.lublin.eu/;LUBELSKIE;Lublin;"Lublin - gmina miejska";"061447570 ";"7123338378 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Bożena Mazur";"GMINA LUBLIN";"Miasto na prawach powiatu";LUBELSKIE;Lublin;Lublin
4142;Przedszkole;"PRZEDSZKOLE PRYWATNE ""CHATKA PUCHATKA 2"" W LUBLINIE";"ul. Bogdanówka";"9 ";" ";"20-810 ";Lublin;01568;0954700;"0663011""";"695553301 ";" ";;;LUBELSKIE;Lublin;"Lublin - gmina miejska";"061447720 ";" ";niepubliczna;"Dzieci lub młodzież";"brak specyfiki";"JANUSZ DZIADUCH";"JANUSZ DZIADUCH";"Osoba fizyczna";LUBELSKIE;Lublin;Lublin
4205;"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 2 IM. HENRYKA SIENKIEWICZA W ZAMOŚCIU";"ul. Lwowska";"15 ";" ";"22-400 ";Zamość;11467;0987510;"0664011""";"846392515 ";"846386566 ";sp2zam@wp.pl;sp2.zam.pl;LUBELSKIE;Zamość;"Zamość - gmina miejska";"000720013 ";"9221727538 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Dominika Aleksandra Gil";"MIASTO ZAMOŚĆ";"Miasto na prawach powiatu";LUBELSKIE;Zamość;Zamość
4235;Bursa;"BURSA MIĘDZYSZKOLNA NR 2 W ZAMOŚCIU";"ul. Szczebrzeska";"41 ";" ";"22-400 ";Zamość;21803;0987510;"0664011""";"846412486 ";"846412486 ";bursanr2zamosc@interia.pl;bursa2zamosc.pl;LUBELSKIE;Zamość;"Zamość - gmina miejska";"951078980 ";"9222530401 ";publiczna;;;"Waldemar Leszczyński";"MIASTO ZAMOŚĆ";"Miasto na prawach powiatu";LUBELSKIE;Zamość;Zamość
4306;"Szkoła podstawowa";"SZKOŁA PODSTAWOWA W DUBICY";;"32 ";" ";"21-580 ";"Dubica Dolna";;0021692;"0601182""";"833782053 ";" ";;;LUBELSKIE;bialski;"Wisznice - gmina wiejska";"061451940 ";"5372162291 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Teresa Podębska";"GMINA WISZNICE";Gmina;LUBELSKIE;bialski;Wisznice
4314;"Liceum ogólnokształcące";"LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH ""ŻAK"" W LUBLINIE";"ul. Farbiarska";"8 ";" ";"20-107 ";Lublin;04902;0954700;"0663011""";" ";" ";;www.zak.edu.pl;LUBELSKIE;Lublin;"Lublin - gmina miejska";"061448291 ";" ";"niepubliczna o uprawnieniach szkoły publicznej";Dorośli;"brak specyfiki";"Dorota Michalczyk-Pruchniak";"CENTRUM NAUKI I BIZNESU ""ŻAK"" SP. Z O.O.";"Spółki Handlowe";ŁÓDZKIE;Łódź;Łódź-Górna
4315;"Młodzieżowy Ośrodek Socjoterapii ze szkołami";"MŁODZIEŻOWY OŚRODEK SOCJOTERAPII W LUBLINIE";"ul. Zakładowa";"11A ";" ";"20-820 ";Lublin;25449;0954700;"0663011""";"81-5338495 ";" ";mos@lublin.eu;;LUBELSKIE;Lublin;"Lublin - gmina miejska";"004174168 ";"7121934627 ";publiczna;;;"Honorata Bajdak";"GMINA LUBLIN";"Miasto na prawach powiatu";LUBELSKIE;Lublin;Lublin
4321;Przedszkole;"NIEPUBLICZNE PRZEDSZKOLE ""KOGUCIK"" W LUBLINIE";"ul. Towarowa";"25 ";" ";"20-205 ";Lublin;22907;0954700;"0663011""";"790870999 ";" ";biuro@kogucik.lublin.pl;www.kogucik.lublin.pl;LUBELSKIE;Lublin;"Lublin - gmina miejska";"061448374 ";" ";niepubliczna;"Dzieci lub młodzież";"brak specyfiki";"Kamila Kundys";"ALEKSANDRA WIERZCHOWSKA";"Osoba fizyczna";LUBELSKIE;Lublin;Lublin
4328;"Zespół szkół i placówek oświatowych";"SAMORZĄDOWY ZESPÓŁ SZKÓŁ";"ul. Broniewskiego";"14 ";" ";"23-460 ";Józefów;02120;0987897;"0602074""";"84-6878016 ";"84-6878016 ";;;LUBELSKIE;biłgorajski;"Józefów - miasto";"061448397 ";" ";publiczna;;;"Elżbieta Działa";"GMINA  JÓZEFÓW";Gmina;LUBELSKIE;biłgorajski;Józefów
4335;"Specjalny Ośrodek Szkolno-Wychowawczy";"SPECJALNY OŚRODEK SZKOLNO-WYCHOWAWCZY DLA DZIECI I MŁODZIEŻY NIEPEŁNOSPRAWNYCH IM.PROF.Z.SĘKOWSKIEJ";"ul. Hirszfelda";"6 ";" ";"20-092 ";Lublin;06667;0954700;"0663011""";"81-7471423 ";"81-7483639 ";poczta@oswnw.lublin.eu;;LUBELSKIE;Lublin;"Lublin - gmina miejska";"000196606 ";" ";publiczna;;;"Iwona Majewska";"GMINA LUBLIN";"Miasto na prawach powiatu";LUBELSKIE;Lublin;Lublin
4345;Przedszkole;"NIEPUBLICZNE PRZEDSZKOLE ""MAŁA PANDA"" W LUBLINIE";"ul. Skubiszewskiego";"21 ";" ";"20-785 ";Lublin;29019;0954700;"0663011""";"603227385 ";" ";kontakt@mala-panda.pl;www.mala-panda.pl;LUBELSKIE;Lublin;"Lublin - gmina miejska";"061448629 ";" ";niepubliczna;"Dzieci lub młodzież";"brak specyfiki";"Monika Wołyniak-Szewczyk";"MONIKA WOŁYNIAK-SZEWCZYK";"Osoba fizyczna";LUBELSKIE;Lublin;Lublin
4352;"Szkoła podstawowa";"SZKOŁA PODSTAWOWA W DOŁHOLISCE";;"1 ";" ";"21-580 ";Dołholiska;;0021686;"0601182""";"699996552 ";" ";;;LUBELSKIE;bialski;"Wisznice - gmina wiejska";"061448753 ";" ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Barbara Sołtan";"STOWARZYSZENIE ROZWOJU WSI DOŁHOLISKA, MARYLIN, ŁYNIEW, POLUBICZE, RATAJEWICZE, ""INTEGRACJA""";Stowarzyszenia;LUBELSKIE;bialski;Wisznice
4362;"Szkoła podstawowa";"PUBLICZNA SZKOŁA PODSTAWOWA W BYSTRZYCY STAREJ";;"89 ";" ";"23-107 ";"Bystrzyca Stara";;0392023;"0609122""";" ";" ";zspbs@wp.pl;;LUBELSKIE;lubelski;"Strzyżewice - gmina wiejska";"000270426 ";"7132802728 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"MAŁGORZATA MARIA WZOREK-SARAN";"GMINA STRZYŻEWICE";Gmina;LUBELSKIE;lubelski;Strzyżewice
4367;"Szkoła podstawowa";"SZKOŁA PODSTAWOWA W POLUBICZACH";;"100 ";" ";"21-580 ";"Polubicze Wiejskie Pierwsze";;1061593;"0601182""";"699996552 ";" ";;;LUBELSKIE;bialski;"Wisznice - gmina wiejska";"061448919 ";" ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Barbara Sołtan";"STOWARZYSZENIE ROZWOJU WSI DOŁHOLISKA, MARYLIN, ŁYNIEW, POLUBICZE, RATAJEWICZE, ""INTEGRACJA""";Stowarzyszenia;LUBELSKIE;bialski;Wisznice
4378;"Szkoła podstawowa";"SZKOŁA PODSTAWOWA  IM. SGO POLESIE W JABŁONIU";"ul. Tokarskiej";"2 ";" ";"21-205 ";Jabłoń;22827;0012799;"0613022""";"833560020 ";" ";;;LUBELSKIE;parczewski;"Jabłoń - gmina wiejska";"000559240 ";"5391387909 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";" ";"GMINA JABŁOŃ";Gmina;LUBELSKIE;parczewski;Jabłoń
4381;"Zespół wychowania przedszkolnego";"ZESPÓŁ PRZEDSZKOLNY";"ul. Rynek";"6 ";" ";"21-580 ";Horodyszcze;19253;0021730;"0601182""";"699996552 ";" ";;;LUBELSKIE;bialski;"Wisznice - gmina wiejska";"061449008 ";" ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Barbara Sołtan";"STOWARZYSZENIE ROZWOJU WSI DOŁHOLISKA, MARYLIN, ŁYNIEW, POLUBICZE, RATAJEWICZE, ""INTEGRACJA""";Stowarzyszenia;LUBELSKIE;bialski;Wisznice
4409;Przedszkole;"PRZEDSZKOLE MIEJSKIE NR 15 W ZAMOŚCIU";"ul. Zamoyskiego";"4a ";" ";"22-400 ";Zamość;25577;0987510;"0664011""";"846276125 ";"846276125 ";p15zam@wp.pl;p15zam.cba.pl;LUBELSKIE;Zamość;"Zamość - gmina miejska";"951077740 ";"9222428772 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Joanna Kowalewska-Guz";"MIASTO ZAMOŚĆ";"Miasto na prawach powiatu";LUBELSKIE;Zamość;Zamość
4448;"Centrum Kształcenia Ustawicznego ze szkołami";"CENTRUM KSZTAŁCENIA USTAWICZNEGO";"ul. Owocowa";"7 ";" ";"24-300 ";"Opole Lubelskie";15479;0956550;"0612054""";"81-8276978 ";" ";zsd_opole_lubelskie@sw.gov.pl;;LUBELSKIE;opolski;"Opole Lubelskie - miasto";"061449020 ";" ";publiczna;;;"Beata Falińska";"MINISTERSTWO SPRAWIEDLIWOŚCI";"Minister ds. sprawiedliwości";MAZOWIECKIE;Warszawa;Śródmieście
4450;"Centrum Kształcenia Ustawicznego ze szkołami";"CENTRUM KSZTAŁCENIA USTAWICZNEGO";"ul. Żołnierzy WiN";"19 ";" ";"22-200 ";Włodawa;32081;0930294;"0619011""";"82-5726835 ";" ";zk_wlodawa@sw.gov.pl;;LUBELSKIE;włodawski;"Włodawa - gmina miejska";"061448960 ";" ";publiczna;;;"Marian Marcinkiewicz";"MINISTERSTWO SPRAWIEDLIWOŚCI";"Minister ds. sprawiedliwości";MAZOWIECKIE;Warszawa;Śródmieście
4533;"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ IM. HENRYKA SIENKIEWICZA W GRABOWCU";"ul. Wojsławska";"1 ";" ";"22-425 ";Grabowiec;24638;0888528;"0620022""";"846512417 ";"846512363 ";grabowiec@grabowiec.edu.pl;www.grabowiec.edu.pl;LUBELSKIE;zamojski;"Grabowiec - gmina wiejska";"950314622 ";"9222523565 ";publiczna;;;"Elżbieta Widyma";"GMINA GRABOWIEC";Gmina;LUBELSKIE;zamojski;Grabowiec
4830;Przedszkole;"PRZEDSZKOLE NIEPUBLICZNE ""HAGUŚ"" W LUBLINIE";"ul. Kuncewiczowej";"16 ";" ";"20-439 ";Lublin;10394;0954700;"0663011""";"533993375 ";" ";sekretariat@hagus.pl;www.hagus.pl;LUBELSKIE;Lublin;"Lublin - gmina miejska";"061449379 ";" ";niepubliczna;"Dzieci lub młodzież";"brak specyfiki";"Katarzyna Deneka-Czerwonka";"KATARZYNA DENEKA-CZERWONKA";"Osoba fizyczna";LUBELSKIE;Lublin;Lublin
