"Numer RSPO";Typ;Nazwa;Ulica;"Numer budynku";"Numer lokalu";"Kod pocztowy";Miejscowość;"Kod terytorialny ulica";"Kod terytorialny miejscowosc";"Kod terytorialny gmina";Telefon;Faks;E-mail;"Strona www";Województwo;Powiat;Gmina;REGON;NIP;"Publiczność status";"Kategoria uczniów";"Specyfika placówki";"Imię i nazwisko dyrektora";"Nazwa organu prowadzącego";"Typ organu prowadzącego";"Województwo organu prowadzącego";"Powiat organu prowadzącego";"Gmina organu prowadzącego"
3490;Przedszkole;"PRZEDSZKOLE PUBLICZNE NR 8";"ul. Różowa";"24 ";" ";"70-781 ";Szczecin;19012;0977976;"3262011""";"914633245 ";"914633245 ";pp8@um.szczecin.pl;www.muzyczna8.republika.pl;ZACHODNIOPOMORSKIE;Szczecin;"Szczecin - gmina miejska";"320388114 ";" ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Agnieszka Królikowska";"GMINA MIASTO SZCZECIN";"Miasto na prawach powiatu";ZACHODNIOPOMORSKIE;Szczecin;Szczecin
3514;Przedszkole;"PRZEDSZKOLE PUBLICZNE NR 20";"ul. Wieniawskiego";"17 ";" ";"71-130 ";Szczecin;24123;0977976;"3262011""";"914871412 ";"914871412 ";pp20@um.szczecin.pl;www.pp20.szczecin.pl;ZACHODNIOPOMORSKIE;Szczecin;"Szczecin - gmina miejska";"320381425 ";"8522513659 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Danuta Bielawiec";"GMINA MIASTO SZCZECIN";"Miasto na prawach powiatu";ZACHODNIOPOMORSKIE;Szczecin;Szczecin
3545;"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 23 IM. MARIUSZA ZARUSKIEGO";"ul. Miernicza";"10 ";" ";"70-823 ";Szczecin;12806;0977976;"3262011""";"914600288 ";"914600288 ";sp23@um.szczecin.pl;www.sp23szczecin.prv.pl;ZACHODNIOPOMORSKIE;Szczecin;"Szczecin - gmina miejska";"000213931 ";"9551115040 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Barbara Bachanek-Jóźwiak";"GMINA MIASTO SZCZECIN";"Miasto na prawach powiatu";ZACHODNIOPOMORSKIE;Szczecin;Szczecin
3553;Przedszkole;"PRZEDSZKOLE PUBLICZNE NR 41";"ul. Malczewskiego";"24 ";" ";"71-612 ";Szczecin;12037;0977976;"3262011""";"914228708 ";"914228708 ";pp41@miasto.szczecin.pl;www.przedszkolezrodelko.pl;ZACHODNIOPOMORSKIE;Szczecin;"Szczecin - gmina miejska";"320381023 ";"8513025469 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Jolanta Czubala";"GMINA MIASTO SZCZECIN";"Miasto na prawach powiatu";ZACHODNIOPOMORSKIE;Szczecin;Szczecin
3560;Przedszkole;"PRZEDSZKOLE PUBLICZNE NR 48";"ul. Maja";"13 ";" ";"70-136 ";Szczecin;11941;0977976;"3262011""";"914820148 ";"914820148 ";pp48@um.szczecin.pl;www.lesnagromada.szczecin.pl;ZACHODNIOPOMORSKIE;Szczecin;"Szczecin - gmina miejska";"320381916 ";"9552207979 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Anna Czubak";"GMINA MIASTO SZCZECIN";"Miasto na prawach powiatu";ZACHODNIOPOMORSKIE;Szczecin;Szczecin
3695;Przedszkole;"PRZEDSZKOLE PUBLICZNE NR 14";"ul. Bandurskiego";"56 ";" ";"71-685 ";Szczecin;00686;0977976;"3262011""";"914557421 ";"914557421 ";pp14@um.szczecin.pl;www.pp14.przedszkola.net.pl;ZACHODNIOPOMORSKIE;Szczecin;"Szczecin - gmina miejska";"320390654 ";"8513027327 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Grażyna Furtak";"GMINA MIASTO SZCZECIN";"Miasto na prawach powiatu";ZACHODNIOPOMORSKIE;Szczecin;Szczecin
3714;Przedszkole;"PRZEDSZKOLE PUBLICZNE NR 32";"ul. Farna";"2 ";" ";"70-541 ";Szczecin;04907;0977976;"3262011""";"914883566 ";"914883566 ";pp32@um.szczecin.pl;www.hejnalek.vel.pl;ZACHODNIOPOMORSKIE;Szczecin;"Szczecin - gmina miejska";"320386262 ";"8513025417 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Anna Huczko";"GMINA MIASTO SZCZECIN";"Miasto na prawach powiatu";ZACHODNIOPOMORSKIE;Szczecin;Szczecin
3869;"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ PONADGIMNAZJALNYCH W DRAWSKU POMORSKIM";"ul. Połczyńska";"7 ";" ";"78-500 ";"Drawsko Pomorskie";17059;0949862;"3203024""";"943632642 ";" ";;;ZACHODNIOPOMORSKIE;drawski;"Drawsko Pomorskie - miasto";"321262190 ";"2530333236 ";publiczna;;;"Iwona Kucharska";"POWIAT DRAWSKI";"Powiat ziemski";ZACHODNIOPOMORSKIE;drawski;"Drawsko Pomorskie"
3893;"Liceum ogólnokształcące";"III LICEUM OGÓLNOKSZTAŁCĄCE IM. MIKOŁAJA KOPERNIKA";"ul. Pomorska";"150 ";" ";"70-812 ";Szczecin;17088;0977976;"3262011""";"914600093 ";"914600093 ";lo3@miasto.szczecin.pl;www.lo3.szczecin.pl;ZACHODNIOPOMORSKIE;Szczecin;"Szczecin - gmina miejska";"000222249 ";"9551115548 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Barbara Kwiatek";"GMINA MIASTO SZCZECIN";"Miasto na prawach powiatu";ZACHODNIOPOMORSKIE;Szczecin;Szczecin
3904;"Liceum ogólnokształcące";"VIII LICEUM OGÓLNOKSZTAŁCĄCE IM. OLIMPIJCZYKÓW POLSKICH";"ul. Jadwigi";"27/28 ";" ";"70-262 ";Szczecin;07013;0977976;"3262011""";"914489063 ";"914489063 ";lo8@um.szczecin.pl;www.lo8.szczecin.pl;ZACHODNIOPOMORSKIE;Szczecin;"Szczecin - gmina miejska";"812542400 ";"8521099620 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";" ";"GMINA MIASTO SZCZECIN";"Miasto na prawach powiatu";ZACHODNIOPOMORSKIE;Szczecin;Szczecin
3920;"Liceum ogólnokształcące";"IV LICEUM OGÓLNOKSZTAŁCĄCE IM. B. PRUSA";"ul. Kingi";"2 ";" ";"71-032 ";Szczecin;08443;0977976;"3262011""";"914834244 ";"914835619 ";sekretariat@lo4.szczecin.pl;www.lo4.szczecin.pl;ZACHODNIOPOMORSKIE;Szczecin;"Szczecin - gmina miejska";"000222290 ";"8521900325 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Janusz Olczak";"GMINA MIASTO SZCZECIN";"Miasto na prawach powiatu";ZACHODNIOPOMORSKIE;Szczecin;Szczecin
3963;"Liceum ogólnokształcące";"I LICEUM OGÓLNOKSZTAŁCĄCE IM. M. SKŁODOWSKIEJ CURIE";"al. Piastów";"12 ";" ";"70-331 ";Szczecin;16054;0977976;"3262011""";"914841872 ";"914841872 ";lo1szczecin@wp.pl;www.lo1.szczecin.pl;ZACHODNIOPOMORSKIE;Szczecin;"Szczecin - gmina miejska";"810835858 ";"8521018320 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Ewa Budziach";"GMINA MIASTO SZCZECIN";"Miasto na prawach powiatu";ZACHODNIOPOMORSKIE;Szczecin;Szczecin
3966;"Liceum ogólnokształcące";"VI LICEUM OGÓLNOKSZTAŁCĄCE IM. STEFANA CZARNIECKIEGO";"ul. Jagiellońska";"41 ";" ";"70-382 ";Szczecin;07029;0977976;"3262011""";"914846088 ";"914846088 ";sekretariat@lo6.szczecin.pl;www.lo6.szczecin.pl;ZACHODNIOPOMORSKIE;Szczecin;"Szczecin - gmina miejska";"000222396 ";"8521834249 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Bożena Ulchurska-Jackowska";"GMINA MIASTO SZCZECIN";"Miasto na prawach powiatu";ZACHODNIOPOMORSKIE;Szczecin;Szczecin
3969;"Poradnia psychologiczno-pedagogiczna";"PORADNIA PSYCHOLOGICZNO-PEDAGOGICZNA NR 4";"ul. Romera";"6 ";" ";"71-246 ";Szczecin;18846;0977976;"3262011""";"914327116 ";"914327116 ";ppp4@miasto.szczecin.pl;http://ppp4.szczecin.pl/;ZACHODNIOPOMORSKIE;Szczecin;"Szczecin - gmina miejska";"000901192 ";"8521068051 ";publiczna;;;"Lilianna Dudka";"GMINA MIASTO SZCZECIN";"Miasto na prawach powiatu";ZACHODNIOPOMORSKIE;Szczecin;Szczecin
3985;"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 2";"ul. Kopernika";"16a ";" ";"70-241 ";Szczecin;09282;0977976;"3262011""";"914895310 ";"914895319 ";sekretariat@zso2.szczecin.pl;www.lo14.szczecin.pl;ZACHODNIOPOMORSKIE;Szczecin;"Szczecin - gmina miejska";"320237674 ";"8522489091 ";publiczna;;;"Anna Kowalczyk";"GMINA MIASTO SZCZECIN";"Miasto na prawach powiatu";ZACHODNIOPOMORSKIE;Szczecin;Szczecin
3990;"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 1";"ul. Ofiar Oświęcimia";"14 ";" ";"71-503 ";Szczecin;14796;0977976;"3262011""";"914232802 ";"914232802 ";zso1@um.szczecin.pl;www.lo5.szczecin.pl;ZACHODNIOPOMORSKIE;Szczecin;"Szczecin - gmina miejska";"812627880 ";"8512836941 ";publiczna;;;"Hanna Bartnik";"GMINA MIASTO SZCZECIN";"Miasto na prawach powiatu";ZACHODNIOPOMORSKIE;Szczecin;Szczecin
3993;"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 3 IM.KORNELA MAKUSZYŃSKIEGO Z ODDZIAŁAMI MISTRZOSTWA SPORTOWEGO";"ul. Limanowskiego";"7, 9 ";" ";"73-110 ";Stargard;11074;0979596;"3214011""";"915783602 ";"915783602 ";sp3stargard@wp.pl;www.sp3.stargard.pl;ZACHODNIOPOMORSKIE;stargardzki;"Stargard - gmina miejska";"000238983 ";" ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Romuald Bobrowicz";"MIASTO STARGARD SZCZECIŃSKI";Gmina;ZACHODNIOPOMORSKIE;stargardzki;Stargard
4025;Przedszkole;"PRZEDSZKOLE MIEJSKIE NR 1 Z ODDZIAŁAMI INTEGRACYJNYMI";"ul. Spichrzowa";"6 ";" ";"73-110 ";Stargard;20661;0979596;"3214011""";"915771087 ";" ";pm1@um.stargard.pl;;ZACHODNIOPOMORSKIE;stargardzki;"Stargard - gmina miejska";"320932799 ";"8542386537 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Bożena Siwiec";"MIASTO STARGARD SZCZECIŃSKI";Gmina;ZACHODNIOPOMORSKIE;stargardzki;Stargard
4156;"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ NR 2 IM. NOBLISTÓW POLSKICH W CHOSZCZNIE";"ul. Polna";"5 ";" ";"73-200 ";Choszczno;17011;0935280;"3202024""";"0957652539 ";"0957652539 ";sekretariatch@vp.pl;zs2choszczno.edupage.org;ZACHODNIOPOMORSKIE;choszczeński;"Choszczno - miasto";"000179482 ";"5941071101 ";publiczna;;;"Barbara Ciecierska";"POWIAT CHOSZCZEŃSKI";"Powiat ziemski";ZACHODNIOPOMORSKIE;choszczeński;Choszczno
4219;"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ SPECJALNYCH W GOLENIOWIE";"ul. Niepodległości";"1B ";" ";"72-100 ";Goleniów;14203;0978929;"3204024""";"914184274 ";"914184274 ";zssgol@wp.pl;www.zssgol.pl;ZACHODNIOPOMORSKIE;goleniowski;"Goleniów - miasto";"810032734 ";"8561082287 ";publiczna;;;"Wojciech Maciejewski";"POWIAT GOLENIOWSKI";"Powiat ziemski";ZACHODNIOPOMORSKIE;goleniowski;Goleniów
4243;"Poradnia psychologiczno-pedagogiczna";"PORADNIA PSYCHOLOGICZNO-PEDAGOGICZNA W CHOSZCZNIE";"ul. Bolesława Chrobrego";"27 ";" ";"73-200 ";Choszczno;01742;0935280;"3202024""";"0957652205 ";"0957652205 ";poradniachoszczno@wp.pl;ppp.choszczno.ibip.pl;ZACHODNIOPOMORSKIE;choszczeński;"Choszczno - miasto";"000711876 ";"5941248539 ";publiczna;;;"Małgorzata Kapela";"POWIAT CHOSZCZEŃSKI";"Powiat ziemski";ZACHODNIOPOMORSKIE;choszczeński;Choszczno
4332;Przedszkole;"PRZEDSZKOLE PUBLICZNE NR 1 ""RADOSNE""";"ul. Grażyny";"7 ";" ";"71-631 ";Szczecin;06083;0977976;"3262011""";"914230626 ";"914230626 ";pp1@um.szczecin.pl;www.pp1radosne.blizej.info;ZACHODNIOPOMORSKIE;Szczecin;"Szczecin - gmina miejska";"320385966 ";"8513025529 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Barbara Kowalczyk";"GMINA MIASTO SZCZECIN";"Miasto na prawach powiatu";ZACHODNIOPOMORSKIE;Szczecin;Szczecin
4338;Przedszkole;"PRZEDSZKOLE PUBLICZNE NR 3";"ul. Potulicka";"62 ";" ";"70-230 ";Szczecin;17304;0977976;"3262011""";"914334181 ";"914334181 ";pp3@um.szczecin.pl;www.pp3pentliczek.ohv.org;ZACHODNIOPOMORSKIE;Szczecin;"Szczecin - gmina miejska";"320381000 ";"8522514908 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Cecylia Ostrowska";"GMINA MIASTO SZCZECIN";"Miasto na prawach powiatu";ZACHODNIOPOMORSKIE;Szczecin;Szczecin
4360;Przedszkole;"PRZEDSZKOLE PUBLICZNE NR 4";"ul. Ogińskiego";"9 ";" ";"71-481 ";Szczecin;14812;0977976;"3262011""";"914222281 ";"914222281 ";pp4@um.szczecin.pl;www.pp44szczecin.republika.pl;ZACHODNIOPOMORSKIE;Szczecin;"Szczecin - gmina miejska";"320382442 ";"8513023950 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Izabella Ślusarek";"GMINA MIASTO SZCZECIN";"Miasto na prawach powiatu";ZACHODNIOPOMORSKIE;Szczecin;Szczecin
4383;Przedszkole;"PRZEDSZKOLE PUBLICZNE NR 9";"ul. Kostki Napierskiego";"13 ";" ";"70-783 ";Szczecin;09482;0977976;"3262011""";"914629288 ";" ";pp9@miasto.szczecin.pl;www.sloneczna9.pl;ZACHODNIOPOMORSKIE;Szczecin;"Szczecin - gmina miejska";"320383571 ";"9552207927 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Agnieszka Brzostowska";"GMINA MIASTO SZCZECIN";"Miasto na prawach powiatu";ZACHODNIOPOMORSKIE;Szczecin;Szczecin
4389;Przedszkole;"PRZEDSZKOLE PUBLICZNE NR 13";"ul. Jodłowa";"11 ";" ";"71-114 ";Szczecin;07582;0977976;"3262011""";"914524429 ";"914524429 ";pp13@um.szczecin.pl;www.szczesliwa13.pl;ZACHODNIOPOMORSKIE;Szczecin;"Szczecin - gmina miejska";"320383938 ";"8522515983 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Mirosława Łukasińska";"GMINA MIASTO SZCZECIN";"Miasto na prawach powiatu";ZACHODNIOPOMORSKIE;Szczecin;Szczecin
4451;"Centrum Kształcenia Ustawicznego ze szkołami";"CENTRUM KSZTAŁCENIA USTAWICZNEGO";"ul. Aleja Żołnierza";"42 ";" ";"73-110 ";Stargard;42912;0979596;"3214011""";"91-5763177 ";" ";zsnr1stargard@interia.eu;;ZACHODNIOPOMORSKIE;stargardzki;"Stargard - gmina miejska";"321263521 ";" ";publiczna;;;"Roman Kwaśniewski";"MINISTERSTWO SPRAWIEDLIWOŚCI";"Minister ds. sprawiedliwości";MAZOWIECKIE;Warszawa;Śródmieście
4454;Przedszkole;"PRZEDSZKOLE PUBLICZNE NR 18";"ul. Unisławy";"15a ";" ";"71-413 ";Szczecin;23370;0977976;"3262011""";"914220449 ";"914220449 ";pp18@um.szczecin.pl;wesola18.eprzedszkola.pl;ZACHODNIOPOMORSKIE;Szczecin;"Szczecin - gmina miejska";"320383080 ";"8513025506 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Agnieszka Czeglik";"GMINA MIASTO SZCZECIN";"Miasto na prawach powiatu";ZACHODNIOPOMORSKIE;Szczecin;Szczecin
4463;Przedszkole;"PRZEDSZKOLE PUBLICZNE NR 29";"ul. Wyszyńskiego";"6 ";" ";"70-201 ";Szczecin;25114;0977976;"3262011""";"914881440 ";"914881440 ";pp29@um.szczecin.pl;www.pp29.eprzedszkola.pl;ZACHODNIOPOMORSKIE;Szczecin;"Szczecin - gmina miejska";"320387534 ";"8522514759 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Agnieszka Lalak-Żak";"GMINA MIASTO SZCZECIN";"Miasto na prawach powiatu";ZACHODNIOPOMORSKIE;Szczecin;Szczecin
4476;Przedszkole;"PRZEDSZKOLE PUBLICZNE NR 30";"ul. Skargi";"18 ";" ";"71-423 ";Szczecin;20010;0977976;"3262011""";"914224858 ";"914224858 ";pp30@um.szczecin.pl;www.pp30chochlik-szczecin.pl;ZACHODNIOPOMORSKIE;Szczecin;"Szczecin - gmina miejska";"320392311 ";"8513025446 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Alicja Gerlach";"GMINA MIASTO SZCZECIN";"Miasto na prawach powiatu";ZACHODNIOPOMORSKIE;Szczecin;Szczecin
4644;"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR1 IM. KORNELA MAKUSZYŃSKIEGO W WAŁCZU";"ul. Robotnicza";"23 ";" ";"78-600 ";Wałcz;18695;0967245;"3217011""";"673873055 ";"673873055 ";sekretariat@kornelowka.udl.pl;kornelowka.com;ZACHODNIOPOMORSKIE;wałecki;"Wałcz - gmina miejska";"000260971 ";"7651593878 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Ewa Hołowska-Kędzierska";"GMINA MIEJSKA WAŁCZ";Gmina;ZACHODNIOPOMORSKIE;wałecki;Wałcz
4673;Przedszkole;"PRZEDSZKOLE PUBLICZNE NR 35";"ul. Jaracza";"5a ";" ";"70-775 ";Szczecin;07240;0977976;"3262011""";"914615161 ";"914615161 ";pp35@um.szczecin.pl;;ZACHODNIOPOMORSKIE;Szczecin;"Szczecin - gmina miejska";"320383358 ";"9552208364 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Lidia Czerwińska";"GMINA MIASTO SZCZECIN";"Miasto na prawach powiatu";ZACHODNIOPOMORSKIE;Szczecin;Szczecin
4696;Przedszkole;"PRZEDSZKOLE PUBLICZNE NR 43";"ul. Gierczak";"33 ";" ";"70-825 ";Szczecin;05501;0977976;"3262011""";"914600635 ";"914600635 ";pp43@um.szczecin.pl;pp43smyk.blogspot.com;ZACHODNIOPOMORSKIE;Szczecin;"Szczecin - gmina miejska";"320382809 ";"9552208068 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Irena Kaliszewska";"GMINA MIASTO SZCZECIN";"Miasto na prawach powiatu";ZACHODNIOPOMORSKIE;Szczecin;Szczecin
4745;Przedszkole;"PRZEDSZKOLE PUBLICZNE NR 46";"ul. Zawadzkiego";"128 ";" ";"71-246 ";Szczecin;25821;0977976;"3262011""";"914394437 ";"914394437 ";pp46@um.szczecin.pl;www.pp46.szczecin.pl;ZACHODNIOPOMORSKIE;Szczecin;"Szczecin - gmina miejska";"320395290 ";"8522514707 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Aneta Skobalska";"GMINA MIASTO SZCZECIN";"Miasto na prawach powiatu";ZACHODNIOPOMORSKIE;Szczecin;Szczecin
4747;Przedszkole;"PRZEDSZKOLE PUBLICZNE NR 52";"ul. Milczańska";"44 ";" ";"70-107 ";Szczecin;12920;0977976;"3262011""";"914822736 ";"914822736 ";pp52@um.szczecin.pl;www.podtopola52.republika.pl;ZACHODNIOPOMORSKIE;Szczecin;"Szczecin - gmina miejska";"320388090 ";"9552207985 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Ewa Andrzejewska";"GMINA MIASTO SZCZECIN";"Miasto na prawach powiatu";ZACHODNIOPOMORSKIE;Szczecin;Szczecin
