"Numer RSPO";Typ;Nazwa;Ulica;"Numer budynku";"Numer lokalu";"Kod pocztowy";Miejscowość;"Kod terytorialny ulica";"Kod terytorialny miejscowosc";"Kod terytorialny gmina";Telefon;Faks;E-mail;"Strona www";Województwo;Powiat;Gmina;REGON;NIP;"Publiczność status";"Kategoria uczniów";"Specyfika placówki";"Imię i nazwisko dyrektora";"Nazwa organu prowadzącego";"Typ organu prowadzącego";"Województwo organu prowadzącego";"Powiat organu prowadzącego";"Gmina organu prowadzącego"
3530;Przedszkole;"PRZEDSZKOLE NR 47";"ul. Maciejewicza";"9 ";" ";"81-189 ";Gdynia;11837;0934100;"2262011""";"586259234 ";" ";przedszk47@wp.pl;;POMORSKIE;Gdynia;"Gdynia - gmina miejska";"221144050 ";"9580033557 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Ewa Lemanszek";"GDYNIA-MIASTO NA PRAWACH POWIATU";"Miasto na prawach powiatu";POMORSKIE;Gdynia;Gdynia
3531;Przedszkole;"PRZEDSZKOLE NR 35 POD ŻAGLAMI";"ul. Dąbka";"167 ";" ";"81-167 ";Gdynia;03654;0934100;"2262011""";"586253380 ";" ";p35gdynia@op.pl;;POMORSKIE;Gdynia;"Gdynia - gmina miejska";"221144080 ";"9580976939 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Barbara Lubrycht";"GDYNIA-MIASTO NA PRAWACH POWIATU";"Miasto na prawach powiatu";POMORSKIE;Gdynia;Gdynia
3534;Przedszkole;"PRZEDSZKOLE NR 27 MALUTKOWO";"ul. Wiejska";"30 ";" ";"81-068 ";Gdynia;24048;0934100;"2262011""";"586230515 ";" ";PS27@POCZTA.FM;;POMORSKIE;Gdynia;"Gdynia - gmina miejska";"221143369 ";"9580035740 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Ewa Lipińska";"GDYNIA-MIASTO NA PRAWACH POWIATU";"Miasto na prawach powiatu";POMORSKIE;Gdynia;Gdynia
3592;Przedszkole;"PRZEDSZKOLE NR 24 IM. JANUSZA KORCZAKA";"ul. Korczaka";"22 ";" ";"81-472 ";Gdynia;09329;0934100;"2262011""";"586222751 ";" ";ps24bursztynek@interia.pl;;POMORSKIE;Gdynia;"Gdynia - gmina miejska";"221143263 ";"5861071719 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Barbara Rzepiak";"GDYNIA-MIASTO NA PRAWACH POWIATU";"Miasto na prawach powiatu";POMORSKIE;Gdynia;Gdynia
3593;Przedszkole;"PRZEDSZKOLE NR 23";"ul. Sandomierska";"3 ";" ";"81-508 ";Gdynia;19491;0934100;"2262011""";"586647334 ";" ";przedszk23@wp.pl;;POMORSKIE;Gdynia;"Gdynia - gmina miejska";"221140017 ";"5861213059 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Barbara Smużyńska";"GDYNIA-MIASTO NA PRAWACH POWIATU";"Miasto na prawach powiatu";POMORSKIE;Gdynia;Gdynia
3617;Przedszkole;"PRZEDSZKOLE NR 22";"ul. Hallera";"37 ";" ";"81-452 ";Gdynia;06485;0934100;"2262011""";"586220442 ";" ";przedszkole22@interia.pl;;POMORSKIE;Gdynia;"Gdynia - gmina miejska";"221143205 ";"5861213071 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Joanna Walaszkowska";"GDYNIA-MIASTO NA PRAWACH POWIATU";"Miasto na prawach powiatu";POMORSKIE;Gdynia;Gdynia
3618;Przedszkole;"PRZEDSZKOLE NR 49";"ul. Steyera";"2 ";" ";"81-175 ";Gdynia;21157;0934100;"2262011""";"586255493 ";" ";p49gdynia@wp.pl;;POMORSKIE;Gdynia;"Gdynia - gmina miejska";"221143955 ";"9580033735 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Zdzisława Gabas";"GDYNIA-MIASTO NA PRAWACH POWIATU";"Miasto na prawach powiatu";POMORSKIE;Gdynia;Gdynia
3619;Przedszkole;"PRZEDSZKOLE NR 13";"ul. Widna";"15 ";" ";"81-543 ";Gdynia;24006;0934100;"2262011""";"586240503 ";" ";przedszkole@przedszkole13.edu.pl;;POMORSKIE;Gdynia;"Gdynia - gmina miejska";"221142312 ";"5861213390 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Elżbieta Smolna";"GDYNIA-MIASTO NA PRAWACH POWIATU";"Miasto na prawach powiatu";POMORSKIE;Gdynia;Gdynia
3620;"Liceum ogólnokształcące";"X LICEUM OGÓLNOKSZTAŁCĄCE";"ul. Władysława IV";"58 ";" ";"81-346 ";Gdynia;24490;0934100;"2262011""";"586207529 ";" ";xlogdynia@gmail.com;;POMORSKIE;Gdynia;"Gdynia - gmina miejska";"190456847 ";"5861213361 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Magdalena Piwowarska";"GDYNIA-MIASTO NA PRAWACH POWIATU";"Miasto na prawach powiatu";POMORSKIE;Gdynia;Gdynia
3621;Przedszkole;"PRZEDSZKOLE  NR 8 PLUSZOWY MISIACZEK";"ul. Kapitańska";"15 ";" ";"81-249 ";Gdynia;07982;0934100;"2262011""";"586203679 ";" ";ps_8@interia.pl;;POMORSKIE;Gdynia;"Gdynia - gmina miejska";"221140721 ";"5861755257 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Violetta Ilnicka";"GDYNIA-MIASTO NA PRAWACH POWIATU";"Miasto na prawach powiatu";POMORSKIE;Gdynia;Gdynia
3640;"Liceum ogólnokształcące";"VI LICEUM OGÓLNOKSZTAŁCĄCE IM. WACŁAWA SIERPIŃSKIEGO";"ul. Kopernika";"34 ";" ";"81-424 ";Gdynia;09282;0934100;"2262011""";"586222233 ";" ";sekretariat@vilo.org;;POMORSKIE;Gdynia;"Gdynia - gmina miejska";"000219282 ";"5861699240 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Ewa Śliwińska";"GDYNIA-MIASTO NA PRAWACH POWIATU";"Miasto na prawach powiatu";POMORSKIE;Gdynia;Gdynia
3666;Przedszkole;"PRZEDSZKOLE NR 29";"ul. Unruga";"53 ";" ";"81-181 ";Gdynia;38484;0934100;"2262011""";"586250967 ";" ";ps29gdynia@wp.pl;;POMORSKIE;Gdynia;"Gdynia - gmina miejska";"221143903 ";"5861051846 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Joanna Długońska";"GDYNIA-MIASTO NA PRAWACH POWIATU";"Miasto na prawach powiatu";POMORSKIE;Gdynia;Gdynia
3678;"Szkoła podstawowa";"SZKOŁA PODSTAWOWA IM. ROMUALDA TRAUGUTTA W WOJANOWIE";"ul. Parkowa";"4 ";" ";"83-000 ";Wojanowo;15710;0169207;"2204042""";"586822387 ";"586822387 ";sp.wojanowo@wp.pl;www.spwojanowo.edu.pl;POMORSKIE;gdański;"Pruszcz Gdański - gmina wiejska";"001172855 ";"6040061985 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Danuta Kamińska";"GMINA PRUSZCZ GDAŃSKI";Gmina;POMORSKIE;gdański;"Pruszcz Gdański"
3725;Przedszkole;"PRZEDSZKOLE NR 15";"ul. Lubawska";"7 ";" ";"81-066 ";Gdynia;11297;0934100;"2262011""";"586230733 ";" ";ps_15@wp.pl;;POMORSKIE;Gdynia;"Gdynia - gmina miejska";"221142401 ";"5860012933 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Mirosława Koszałkowska";"GDYNIA-MIASTO NA PRAWACH POWIATU";"Miasto na prawach powiatu";POMORSKIE;Gdynia;Gdynia
3726;Przedszkole;"PRZEDSZKOLE NR 5";"ul. Miodowa";"16 ";" ";"81-558 ";Gdynia;12991;0934100;"2262011""";"586248242 ";" ";ps5gdy@wp.pl;;POMORSKIE;Gdynia;"Gdynia - gmina miejska";"221142246 ";"5861213444 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Beata Ratowska";"GDYNIA-MIASTO NA PRAWACH POWIATU";"Miasto na prawach powiatu";POMORSKIE;Gdynia;Gdynia
3738;Przedszkole;"PRZEDSZKOLE NR 6";"ul. Chwaszczyńska";"28 ";" ";"81-395 ";Gdynia;02945;0934100;"2262011""";"586291526 ";" ";przedszkole6@karwny.info;;POMORSKIE;Gdynia;"Gdynia - gmina miejska";"221142269 ";"5861053377 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Marta Mazurek";"GDYNIA-MIASTO NA PRAWACH POWIATU";"Miasto na prawach powiatu";POMORSKIE;Gdynia;Gdynia
3743;Przedszkole;"PRZEDSZKOLE NIEPUBLICZNE ""PRZYGODA""";"os. 1000-lecia PP";"7 ";" ";"84-200 ";Wejherowo;00013;0934984;"2215031""";"586724077 ";"586729647 ";przedszkole.przygoda@wp.pl;;POMORSKIE;wejherowski;"Wejherowo - gmina miejska";"221723457 ";"5881082169 ";niepubliczna;"Dzieci lub młodzież";"brak specyfiki";"Alicja Ratajczak";"ALICJA RATAJCZAK";"Osoba fizyczna";POMORSKIE;wejherowski;Reda
3748;Przedszkole;"PRZEDSZKOLE NR 11 POD KASZTANAMI";"ul. Bosmańska";"26a ";" ";"81-116 ";Gdynia;01916;0934100;"2262011""";"586251339 ";" ";kontakt@przedszkole11-gdynia.com.pl;;POMORSKIE;Gdynia;"Gdynia - gmina miejska";"221142306 ";"9580033497 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Lucyna Bisewska";"GDYNIA-MIASTO NA PRAWACH POWIATU";"Miasto na prawach powiatu";POMORSKIE;Gdynia;Gdynia
3749;Przedszkole;"PRZEDSZKOLE NR 16";"ul. Jana z Kolna";"29 ";" ";"81-354 ";Gdynia;07134;0934100;"2262011""";"586210924 ";" ";psnr16@wp.pl;;POMORSKIE;Gdynia;"Gdynia - gmina miejska";"221142424 ";"5861071895 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Joanna Sobótka";"GDYNIA-MIASTO NA PRAWACH POWIATU";"Miasto na prawach powiatu";POMORSKIE;Gdynia;Gdynia
3757;Przedszkole;"PRZEDSZKOLE NR 14";"ul. Zawackiego";"5 ";" ";"81-514 ";Gdynia;31366;0934100;"2262011""";"586248123 ";" ";014@wp.pl;;POMORSKIE;Gdynia;"Gdynia - gmina miejska";"221142358 ";"5861213415 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Anetta Benedyka";"GDYNIA-MIASTO NA PRAWACH POWIATU";"Miasto na prawach powiatu";POMORSKIE;Gdynia;Gdynia
3758;Przedszkole;"PRZEDSZKOLE NR 25";"ul. Necla";"14 ";" ";"81-337 ";Gdynia;14067;0934100;"2262011""";"586201828 ";" ";ps25@poczta.gdynia.pl;;POMORSKIE;Gdynia;"Gdynia - gmina miejska";"221143286 ";"5861071872 ";niepubliczna;"Dzieci lub młodzież";"brak specyfiki";"Mariola Pega";"GDYNIA-MIASTO NA PRAWACH POWIATU";"Miasto na prawach powiatu";POMORSKIE;Gdynia;Gdynia
3765;Przedszkole;"PRZEDSZKOLE NR 32 CISOWIACZKI";"ul. Kcyńska";"6 ";" ";"81-005 ";Gdynia;08306;0934100;"2262011""";"586236343 ";" ";ps32@interia.pl;;POMORSKIE;Gdynia;"Gdynia - gmina miejska";"221144038 ";"9580000807 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Grażyna Zarzycka";"GDYNIA-MIASTO NA PRAWACH POWIATU";"Miasto na prawach powiatu";POMORSKIE;Gdynia;Gdynia
3769;Przedszkole;"PRZEDSZKOLE NR 44";"ul. Tatarczana";"4 ";" ";"81-587 ";Gdynia;22708;0934100;"2262011""";"586293062 ";" ";ps44@wp.pl;;POMORSKIE;Gdynia;"Gdynia - gmina miejska";"221143984 ";"5861053408 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Elżbieta Kondracka";"GDYNIA-MIASTO NA PRAWACH POWIATU";"Miasto na prawach powiatu";POMORSKIE;Gdynia;Gdynia
3771;Przedszkole;"PRZEDSZKOLE NR 46 JAŚ I MAŁGOSIA";"ul. Pusta";"9 ";" ";"81-078 ";Gdynia;18178;0934100;"2262011""";"586238280 ";" ";przedszkolesamorzadowe46@wp.pl;;POMORSKIE;Gdynia;"Gdynia - gmina miejska";"221143895 ";"9580028964 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Mariola Parat-Lipińska";"GDYNIA-MIASTO NA PRAWACH POWIATU";"Miasto na prawach powiatu";POMORSKIE;Gdynia;Gdynia
3789;"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W KOLECZKOWIE";"ul. Wejherowska";"24 ";" ";"84-207 ";Koleczkowo;23842;0175308;"2215092""";"586760108 ";" ";sp.koleczkowo@interia.pl;www.spkoleczkowo.szemud.pl;POMORSKIE;wejherowski;"Szemud - gmina wiejska";"221723470 ";"5882397366 ";publiczna;;;"Sabina Bieszk";"GMINA SZEMUD";Gmina;POMORSKIE;wejherowski;Szemud
3800;"Zespół szkół i placówek oświatowych";"ZESPÓŁ KSZTAŁCENIA PODSTAWOWEGO I GIMNAZJALNEGO W KOLBUDACH";"ul. Wybickiego";"33 ";" ";"83-050 ";Kolbudy;24906;0163950;"2204032""";"586827224 ";"586827278 ";sekretariat@zkpigkolbudy.edu.pl;www.zkpigkolbudy.pl;POMORSKIE;gdański;"Kolbudy - gmina wiejska";"000649120 ";"5932178294 ";publiczna;;;"Robert Aszyk";"GMINA KOLBUDY";Gmina;POMORSKIE;gdański;Kolbudy
3803;"Liceum ogólnokształcące";"IV LICEUM OGÓLNOKSZTAŁCĄCE IM. KOMISJI EDUKACJI NARODOWEJ";"ul. Morska";"186 ";" ";"81-216 ";Gdynia;13296;0934100;"2262011""";"586230853 ";"586231521 ";ivlogdynia@o2.pl;;POMORSKIE;Gdynia;"Gdynia - gmina miejska";"190456050 ";"9580033310 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Barbara Foltyn";"GDYNIA-MIASTO NA PRAWACH POWIATU";"Miasto na prawach powiatu";POMORSKIE;Gdynia;Gdynia
3851;"Zespół wychowania przedszkolnego";"ZESPÓŁ PRZEDSZKOLNY ""ZACZAROWANA ŁĄKA"" W DARZLUBIU";"ul. Brzozowa";"8 ";" ";"84-100 ";Darzlubie;02276;0170363;"2211072""";"509851630 ";" ";zaczarowanalaka@wp.pl;;POMORSKIE;pucki;"Puck - gmina wiejska";"221724149 ";" ";niepubliczna;"Dzieci lub młodzież";"brak specyfiki";"Aleksander Gierwatowski";"ALEKSANDER GIERWATOWSKI";"Osoba fizyczna";POMORSKIE;pucki;Puck
3852;Gimnazjum;"NIEPUBLICZNE ZAOCZNE GIMNAZJUM DLA DOROSŁYCH";"ul. Brzozowa";"8 ";" ";"84-100 ";Darzlubie;02276;0170363;"2211072""";"509851630 ";" ";;www.gimnazjum.info.pl;POMORSKIE;pucki;"Puck - gmina wiejska";"221724155 ";" ";"niepubliczna o uprawnieniach szkoły publicznej";Dorośli;"brak specyfiki";"Aleksander Gierwatowski";"ALEKSANDER GIERWATOWSKI";"Osoba fizyczna";POMORSKIE;pucki;Puck
3897;"Zespół szkół i placówek oświatowych";"ZESPÓŁ KSZTAŁCENIA I WYCHOWANIA W BIELKÓWKU";"ul. Gregorkiewicza";"11 ";" ";"83-050 ";Bielkówko;06094;0163831;"2204032""";"586827358 ";"586827358 ";zkiwbielkowko@wp.pl;www.zkiwbielkowko.pl;POMORSKIE;gdański;"Kolbudy - gmina wiejska";"192776450 ";"6040009358 ";publiczna;;;"Alicja Zachara";"GMINA KOLBUDY";Gmina;POMORSKIE;gdański;Kolbudy
3898;Przedszkole;"PRZEDSZKOLE NR 18";"ul. Krawiecka";"35 ";" ";"81-178 ";Gdynia;09894;0934100;"2262011""";"586250217 ";" ";przedszkolenr18gdynia@xl.wp.pl;;POMORSKIE;Gdynia;"Gdynia - gmina miejska";"221142980 ";"9580033528 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Hanna Gągała";"GDYNIA-MIASTO NA PRAWACH POWIATU";"Miasto na prawach powiatu";POMORSKIE;Gdynia;Gdynia
3906;Przedszkole;"PRZEDSZKOLE NR 28";"ul. Narcyzowa";"3 ";" ";"81-653 ";Gdynia;13998;0934100;"2262011""";"586241381 ";" ";przedszkole28gdynia@neostrada.pl;;POMORSKIE;Gdynia;"Gdynia - gmina miejska";"221143850 ";"5861071949 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Jolanta Orent";"GDYNIA-MIASTO NA PRAWACH POWIATU";"Miasto na prawach powiatu";POMORSKIE;Gdynia;Gdynia
3907;Przedszkole;"PRZEDSZKOLE NR 43 JANTAREK";"ul. Śmidowicza";"59 ";" ";"81-127 ";Gdynia;22360;0934100;"2262011""";"586253285 ";" ";przedszkole_sp43@wp.pl;;POMORSKIE;Gdynia;"Gdynia - gmina miejska";"221144067 ";"9580033712 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Małgorzata Aleksiak";"GDYNIA-MIASTO NA PRAWACH POWIATU";"Miasto na prawach powiatu";POMORSKIE;Gdynia;Gdynia
3917;"Zespół szkół i placówek oświatowych";"ZESPÓŁ KSZTAŁCENIA I WYCHOWANIA";"ul. Szkolna";"5 ";" ";"83-050 ";"Lublewo Gdańskie";21970;0164003;"2204032""";"586827276 ";"586827276 ";sp_lublewo@wp.pl;www.zkiwlublewo.szkolnastrona.pl;POMORSKIE;gdański;"Kolbudy - gmina wiejska";"192774416 ";"6040009329 ";publiczna;;;"Przemysław Sautycz";"GMINA KOLBUDY";Gmina;POMORSKIE;gdański;Kolbudy
3949;"Punkt przedszkolny";"INTEGRACYJNY PUNKT PRZEDSZKOLNY TUPTUSIE";"ul. Snycerska";"11 ";" ";"81-163 ";Gdynia;20406;0934100;"2262011""";"603071323 ";" ";hanus18@vp.pl;;POMORSKIE;Gdynia;"Gdynia - gmina miejska";"221724451 ";"5861089406 ";niepubliczna;"Dzieci lub młodzież";"brak specyfiki";"Hanna Surmacewicz- Miłaszewska";"HANNA SURMACEWICZ- MIŁASZEWSKA";"Osoba fizyczna";POMORSKIE;Gdynia;Gdynia
3952;Przedszkole;"PRYWATNE PRZEDSZKOLE ""SKRZATY""";"ul. Jana III Sobieskiego";"320 ";"1 ";"84-200 ";Wejherowo;20431;0934984;"2215031""";"586722105 ";"586722105 ";teresa.gostomska@gmail.com;www.przedszkoleskrzaty.home.pl;POMORSKIE;wejherowski;"Wejherowo - gmina miejska";"221724497 ";"5881552474 ";niepubliczna;"Dzieci lub młodzież";"brak specyfiki";"Teresa Gostomska";"TERESA GOSTOMSKA";"Osoba fizyczna";POMORSKIE;wejherowski;Wejherowo
3957;"Liceum ogólnokształcące";"IX LICEUM OGÓLNOKSZTAŁCĄCE IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO";"ul. Orłowska";"57 ";" ";"81-542 ";Gdynia;15177;0934100;"2262011""";"586614363 ";"586614363 ";lo9.gdynia@wp.pl;;POMORSKIE;Gdynia;"Gdynia - gmina miejska";"190533393 ";"5861775610 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Wiesława Krysztofowicz";"GDYNIA-MIASTO NA PRAWACH POWIATU";"Miasto na prawach powiatu";POMORSKIE;Gdynia;Gdynia
3958;"Poradnia psychologiczno-pedagogiczna";"PORADNIA PSYCHOLOGICZNO- PEDAGOGICZNA NR 3";"ul. Dąbka";"207 ";" ";"81-155 ";Gdynia;03654;0934100;"2262011""";"586229070 ";" ";okz5gdynia@op.pl;;POMORSKIE;Gdynia;"Gdynia - gmina miejska";"001203350 ";"9580045075 ";publiczna;;;"Jadwiga Bogusławska";"GDYNIA-MIASTO NA PRAWACH POWIATU";"Miasto na prawach powiatu";POMORSKIE;Gdynia;Gdynia
3960;"Szkoła podstawowa";"SZKOŁA PODSTAWOWA W PRĘGOWIE";"ul. Bukowskiego";"3 ";" ";"83-050 ";"Pręgowo Górne";02402;0164078;"2204032""";"586827216 ";"586827216 ";sp-pregowo@wp.pl;http://sp-pregowo.prv.pl/;POMORSKIE;gdański;"Kolbudy - gmina wiejska";"001172335 ";"6040009341 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Małgorzata Kroll";"GMINA KOLBUDY";Gmina;POMORSKIE;gdański;Kolbudy
3976;"Poradnia psychologiczno-pedagogiczna";"PORADNIA PSYCHOLOGICZNO- PEDAGOGICZNA NR 2";"ul. Hackiego";"13 ";" ";"81-213 ";Gdynia;06445;0934100;"2262011""";"586233139 ";" ";ppp2gdynia@poczta.onet.pl;;POMORSKIE;Gdynia;"Gdynia - gmina miejska";"000957838 ";"9581272407 ";publiczna;;;"Marzanna Mróz";"GDYNIA-MIASTO NA PRAWACH POWIATU";"Miasto na prawach powiatu";POMORSKIE;Gdynia;Gdynia
3977;"Szkolne schronisko młodzieżowe";"SZKOLNE SCHRONISKO MŁODZIEŻOWE";"ul. Energetyków";"13a ";" ";"81-184 ";Gdynia;04805;0934100;"2262011""";"587812778 ";" ";biuro@ssm-gdynia.pl;www.ssm-gdynia.pl;POMORSKIE;Gdynia;"Gdynia - gmina miejska";"001054423 ";"9581000181 ";publiczna;;;"Jolanta Złoch";"GDYNIA-MIASTO NA PRAWACH POWIATU";"Miasto na prawach powiatu";POMORSKIE;Gdynia;Gdynia
3978;"Młodzieżowy dom kultury";"MŁODZIEŻOWY DOM KULTURY";"ul. Grabowo";"2 ";" ";"81-265 ";Gdynia;06037;0934100;"2262011""";"586988618 ";" ";;;POMORSKIE;Gdynia;"Gdynia - gmina miejska";"190465496 ";"5861211965 ";publiczna;;;"Eugeniusz Korek";"GDYNIA-MIASTO NA PRAWACH POWIATU";"Miasto na prawach powiatu";POMORSKIE;Gdynia;Gdynia
3980;"Centrum Kształcenia Ustawicznego ze szkołami";"CENTRUM KSZTAŁCENIA USTAWICZNEGO W SZTUMIE";"ul. Nowowiejskiego";"14 ";" ";"82-400 ";Sztum;14499;0932991;"2216054""";"55-2672804 ";" ";cku_sztum@sw.gov.pl;;POMORSKIE;sztumski;"Sztum - miasto";"220037381 ";" ";publiczna;;;"Andrzej Molenda";"MINISTERSTWO SPRAWIEDLIWOŚCI";"Minister ds. sprawiedliwości";MAZOWIECKIE;Warszawa;Śródmieście
