"Numer RSPO";Typ;Nazwa;Ulica;"Numer budynku";"Numer lokalu";"Kod pocztowy";Miejscowość;"Kod terytorialny ulica";"Kod terytorialny miejscowosc";"Kod terytorialny gmina";Telefon;Faks;E-mail;"Strona www";Województwo;Powiat;Gmina;REGON;NIP;"Publiczność status";"Kategoria uczniów";"Specyfika placówki";"Imię i nazwisko dyrektora";"Nazwa organu prowadzącego";"Typ organu prowadzącego";"Województwo organu prowadzącego";"Powiat organu prowadzącego";"Gmina organu prowadzącego"
2915;Przedszkole;"PUBLICZNE PRZEDSZKOLE NR 7 IM. PSZCZÓŁKI MAI";"ul. Witosa";"22A ";" ";"64-920 ";Piła;24459;0966530;"3019011""";"673511394 ";"673511384 ";przedszkole7.pila.pl@gmail.com;www.przedszkole7.pila.edu.pl;WIELKOPOLSKIE;pilski;"Piła - gmina miejska";"301413628 ";"7642638104 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Lidia Wójciak";"GMINA PIŁA";Gmina;WIELKOPOLSKIE;pilski;Piła
2952;Przedszkole;"PUBLICZNE PRZEDSZKOLE W MIKSTACIE";"ul. Estkowskiego";"11 ";" ";"63-510 ";Mikstat;33783;0937066;"3018064""";"627310054 ";"627310054 ";przedszkolemikstat@o2.pl;;WIELKOPOLSKIE;ostrzeszowski;"Mikstat - miasto";"251595935 ";"5140139491 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Ewa Biegańska";"GMINA MIKSTAT";Gmina;WIELKOPOLSKIE;ostrzeszowski;Mikstat
2994;"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 1 IM. STANISŁAWA STASZICA W PILE";"ul. Staromiejska";"11 ";" ";"64-920 ";Piła;20952;0966530;"3019011""";"672123110 ";"672123110 ";sp1.pila@interia.pl;www.sp1.pila.pl;WIELKOPOLSKIE;pilski;"Piła - gmina miejska";"000228016 ";"7641090354 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Marzena Urbaniak";"GMINA PIŁA";Gmina;WIELKOPOLSKIE;pilski;Piła
2996;"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 2 IM. OLIMPIJCZYKÓW POLSKICH W PILE";"ul. Roosevelta";"12 ";" ";"64-920 ";Piła;18854;0966530;"3019011""";"672123394 ";"672123394 ";sp2@sp2pila.pl;www.sp2pila.pl;WIELKOPOLSKIE;pilski;"Piła - gmina miejska";"000230786 ";"7641100911 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Dorota Frydrych";"GMINA PIŁA";Gmina;WIELKOPOLSKIE;pilski;Piła
3034;"Szkoła podstawowa";"SZKOŁA PODSTAWOWA Z ODDZIAŁEM PRZEDSZKOLNYM W KALISZKOWICACH KALISKICH";;"38 ";" ";"63-510 ";"Kaliszkowice Kaliskie";;0203795;"3018065""";"627310438 ";"627310438 ";sp_kal_kal@wp.pl;;WIELKOPOLSKIE;ostrzeszowski;"Mikstat - obszar wiejski";"001228975 ";"5140139456 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Irena Kurek";"GMINA MIKSTAT";Gmina;WIELKOPOLSKIE;ostrzeszowski;Mikstat
3047;"Zespół szkół i placówek oświatowych";"ZESPÓL SZKÓL W OSTROROGU";"ul. Ostroroga";"14 ";" ";"64-560 ";Ostroróg;15384;0971264;"3024054""";"612916772 ";"612916772 ";sekretariat@zsostrorog.pl;www.zsostrorog.pl;WIELKOPOLSKIE;szamotulski;"Ostroróg - miasto";"634503173 ";"7871960126 ";publiczna;;;"Beata Nowakowska";"GMINA OSTRORÓG";Gmina;WIELKOPOLSKIE;szamotulski;Ostroróg
3199;"Szkolne schronisko młodzieżowe";"SZKOLNE SCHRONISKO MŁODZIEŻOWE ""GONTYNIEC""";"ul. Strzelecka";"17 ";" ";"64-800 ";Chodzież;21381;0966760;"3001011""";"504164824 ";" ";rogushka@wp.pl;;WIELKOPOLSKIE;chodzieski;"Chodzież - gmina miejska";"570890357 ";"7642298430 ";publiczna;;;"Beata Świderska";"GMINA MIEJSKA W CHODZIEŻY";Gmina;WIELKOPOLSKIE;chodzieski;Chodzież
3326;Bursa;"BURSA SZKOLNA W TURKU";"al. Piłsudskiego";"5 ";" ";"62-700 ";Turek;16259;0949336;"3027011""";"0632897442 ";"0632784724 ";zpew-turek@wp.pl;www.zpew-turek.pl;WIELKOPOLSKIE;turecki;"Turek - gmina miejska";"000865438 ";" ";publiczna;;;" ";"POWIAT TURECKI";"Powiat ziemski";WIELKOPOLSKIE;turecki;Turek
3345;"Poradnia psychologiczno-pedagogiczna";"PORADNIA PSYCHOLOGICZNO-PEDAGOGICZNA W TURKU";"ul. Kościuszki";"6 ";" ";"62-700 ";Turek;09582;0949336;"3027011""";"0632785073 ";"0632892617 ";poradnia-turek@wp.pl;www.pppturek.republika.pl;WIELKOPOLSKIE;turecki;"Turek - gmina miejska";"310500352 ";" ";publiczna;;;"Magdalena Michalak-Zielińska";"POWIAT TURECKI";"Powiat ziemski";WIELKOPOLSKIE;turecki;Turek
3387;"Szkoła podstawowa";"SZKOŁA PODSTAWOWA IM. EWARYSTA ESTKOWSKIEGO W MIKSTACIE";"ul. Grabowska";"13 ";" ";"63-510 ";Mikstat;06038;0937066;"3018064""";"627310025 ";"627310025 ";spmikstat@op.pl;www.spmikstat.szkolnastrona.pl;WIELKOPOLSKIE;ostrzeszowski;"Mikstat - miasto";"000562175 ";"5140140471 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"BARBARA ILSKA";"GMINA MIKSTAT";Gmina;WIELKOPOLSKIE;ostrzeszowski;Mikstat
3418;"Szkoła podstawowa";"SZKOŁA PODSTAWOWA Z ODDZIAŁEM PRZEDSZKOLNYM W KALISZKOWICACH OŁOBOCKICH";;"1 ";" ";"63-510 ";"Kaliszkowice Ołobockie";;0203849;"3018065""";"627310248 ";" ";maria-gradziel@wp.pl;;WIELKOPOLSKIE;ostrzeszowski;"Mikstat - obszar wiejski";"001228969 ";"5140139700 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Maria Grądziel";"GMINA MIKSTAT";Gmina;WIELKOPOLSKIE;ostrzeszowski;Mikstat
3469;"Szkoła podstawowa";"SZKOŁA PODSTAWOWA W RYCHTALU IM. BOJOWNIKÓW O WOLNOŚĆ I DEMOKRACJĘ";"ul. Kępińska";"13 ";" ";"63-630 ";Rychtal;08353;0208077;"3008062""";"627816806 ";"627816806 ";sprychtal@sprychtal.pl;sprychtal.pl;WIELKOPOLSKIE;kępiński;"Rychtal - gmina wiejska";"000600444 ";"6191903726 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Mirosław Szydlik";"GMINA RYCHTAL";Gmina;WIELKOPOLSKIE;kępiński;Rychtal
3470;"Szkoła podstawowa";"SZKOŁA PODSTAWOWA W DROŻKACH";;"34 ";" ";"63-630 ";Drożki;;0207971;"3008062""";"627816817 ";"627816817 ";szkoladrozki@poczta.onet.pl;spdrozki.eu;WIELKOPOLSKIE;kępiński;"Rychtal - gmina wiejska";"001172068 ";"6191903732 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Grażyna Adamska";"GMINA RYCHTAL";Gmina;WIELKOPOLSKIE;kępiński;Rychtal
3567;"Szkoła podstawowa";"SZKOŁA PODSTAWOWA W LUBOŃKU";;"73 ";" ";"62-650 ";Luboniek;;0287036;"3009065""";"632735235 ";" ";sp-luboniek@wp.pl;;WIELKOPOLSKIE;kolski;"Kłodawa - obszar wiejski";"302184495 ";" ";"niepubliczna o uprawnieniach szkoły publicznej";"Dzieci lub młodzież";"brak specyfiki";"Małgorzata Andrzejewska";"STOWARZYSZENIE ""DZIAŁAJMY Z MYŚLĄ O PRZYSZŁOŚCI""";Stowarzyszenia;WIELKOPOLSKIE;kolski;Kłodawa
3573;"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 2 IM.BIAŁYCH GÓRNIKÓW W KŁODAWIE";"ul. Maja";"5 ";" ";"62-650 ";Kłodawa;11937;0949046;"3009064""";"632730310 ";" ";ZSP21@wp.pl;;WIELKOPOLSKIE;kolski;"Kłodawa - miasto";"001192622 ";" ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Jolanta Szadkowska";"GMINA KŁODAWA";Gmina;WIELKOPOLSKIE;kolski;Kłodawa
3605;"Szkoła podstawowa";"NIEPUBLICZNA SZKOŁA PODSTAWOWA W GŁODNIE";;"20 ";" ";"62-513 ";Głodno;;0289176;"3010062""";"632414002 ";" ";poczta@spglodno.pl;www.spglodno.pl;WIELKOPOLSKIE;koniński;"Krzymów - gmina wiejska";"302184800 ";" ";"niepubliczna o uprawnieniach szkoły publicznej";"Dzieci lub młodzież";"brak specyfiki";"Małgorzata Drygiel";"STOWARZYSZENIE EDUKACYJNE ""AKTYWNI RODZICE""";Stowarzyszenia;WIELKOPOLSKIE;koniński;Krzymów
3608;"Specjalny Ośrodek Szkolno-Wychowawczy";"SPECJALNY OŚRODEK SZKOLNO-WYCHOWAWCZY IM. KORNELA MAKUSZYŃSKIEGO W TURKU";"al. Piłsudskiego";"5 ";" ";"62-700 ";Turek;16259;0949336;"3027011""";"632896061 ";"632896062 ";sosw-turek@szkola.wp.pl;www.sosw.turek.pl;WIELKOPOLSKIE;turecki;"Turek - gmina miejska";"001032999 ";" ";publiczna;;;"Jolanta Baran";"POWIAT TURECKI";"Powiat ziemski";WIELKOPOLSKIE;turecki;Turek
3609;"Szkoła podstawowa";"SZKOŁA PODSTAWOWA W NOWEJ WSI UJSKIEJ";;"1 ";" ";"64-850 ";"Nowa Wieś Ujska";;0530962;"3019075""";"672840036 ";" ";sp.nwu@op.pl;http://www.spnwu.ujscie.net;WIELKOPOLSKIE;pilski;"Ujście - obszar wiejski";"302184791 ";"7642663467 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Małgorzata Walerowska";"GMINA UJŚCIE";Gmina;WIELKOPOLSKIE;pilski;Ujście
3644;Przedszkole;"PUBLICZNE PRZEDSZKOLE W KRZEMIENIEWIE";"ul. Spółdzielcza";"48 ";" ";"64-120 ";Krzemieniewo;20696;0372345;"3013012""";"655360105 ";" ";przedszkole.krzemieniewo@vp.pl;;WIELKOPOLSKIE;leszczyński;"Krzemieniewo - gmina wiejska";"411492775 ";" ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Małgorzata Glapiak";"GMINA KRZEMIENIEWO";Gmina;WIELKOPOLSKIE;leszczyński;Krzemieniewo
3645;Przedszkole;"PUBLICZNE PRZEDSZKOLE NR 2 W PAWŁOWICACH";"ul. Zielona";"16 ";" ";"64-122 ";Pawłowice;26081;0372463;"3013012""";"655367444 ";" ";irka333@wp.pl;;WIELKOPOLSKIE;leszczyński;"Krzemieniewo - gmina wiejska";"411492769 ";" ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Irena Knuła";"GMINA KRZEMIENIEWO";Gmina;WIELKOPOLSKIE;leszczyński;Krzemieniewo
3648;"Zespół szkół i placówek oświatowych";"ZESPOŁ SZKÓŁ GMINY KRZEMIENIEWO PRZEDSZKOLE SZKOŁA PODSTAWOWA W GARZYNIE";"ul. Leszczyńska";"50 ";" ";"64-120 ";Garzyn;10873;0372285;"3013012""";"655366920 ";" ";zsgarzyn@bt.pl;;WIELKOPOLSKIE;leszczyński;"Krzemieniewo - gmina wiejska";"001117997 ";"6961558835 ";publiczna;;;"Irena Grobelna";"GMINA KRZEMIENIEWO";Gmina;WIELKOPOLSKIE;leszczyński;Krzemieniewo
3704;"Szkoła podstawowa";"NIEPUBLICZNA SZKOŁA PODSTAWOWA W SMÓLNIKU";;"20a ";" ";"62-513 ";Smólnik;;0289414;"3010062""";"632413171 ";" ";;;WIELKOPOLSKIE;koniński;"Krzymów - gmina wiejska";"302185081 ";" ";"niepubliczna o uprawnieniach szkoły publicznej";"Dzieci lub młodzież";"brak specyfiki";"Aldona Roszak";"STOWARZYSZENIE PRZYJACIÓŁ  SZKÓŁ PODSTAWOWYCH W BOROWIE I W SMÓLNIKU ""UŚMIECHNIĘTA SZKOŁA""";Stowarzyszenia;WIELKOPOLSKIE;koniński;Krzymów
3728;"Szkoła podstawowa";"NIEPUBLICZNA SZKOŁA PODSTAWOWA W BOROWIE";;"12 ";" ";"62-513 ";Borowo;;0288952;"3010062""";"632413101 ";" ";;;WIELKOPOLSKIE;koniński;"Krzymów - gmina wiejska";"302185164 ";" ";"niepubliczna o uprawnieniach szkoły publicznej";"Dzieci lub młodzież";"brak specyfiki";"Aldona Roszak";"STOWARZYSZENIE PRZYJACIÓŁ  SZKÓŁ PODSTAWOWYCH W BOROWIE I W SMÓLNIKU ""UŚMIECHNIĘTA SZKOŁA""";Stowarzyszenia;WIELKOPOLSKIE;koniński;Krzymów
3901;Przedszkole;"PRZEDSZKOLE LEŚNE DUSZKI W ZAKRZEWIE";"ul. Długa";"57 ";" ";"62-070 ";Zakrzewo;03839;0582976;"3021052""";"618143014 ";" ";zakrzewoprzedszkole@interia.pl;http://www.zakrzewoprzedszkole.pl/;WIELKOPOLSKIE;poznański;"Dopiewo - gmina wiejska";"634509135 ";"7773125049 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Stanisław Mytko";"GMINA DOPIEWO";Gmina;WIELKOPOLSKIE;poznański;Dopiewo
3903;Przedszkole;"PRZEDSZKOLE PUBLICZNE  "" ISKIERKI"" W SKÓRZEWIE";"ul. Kolejowa";"21 ";" ";"60-185 ";Skórzewo;08828;0582870;"3021052""";"791000325 ";" ";przedszkole.skorzewo@wp.pl;;WIELKOPOLSKIE;poznański;"Dopiewo - gmina wiejska";"301830852 ";"7773216220 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Alicja Studzińska-Szychowiak";"GMINA DOPIEWO";Gmina;WIELKOPOLSKIE;poznański;Dopiewo
3905;"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ W CHRZYPSKU WIELKIM";"ul. Szkolna";"34 ";" ";"64-412 ";"Chrzypsko Wielkie";21970;0581221;"3014012""";"612951235 ";" ";zs_chrzypsko@wp.pl;;WIELKOPOLSKIE;międzychodzki;"Chrzypsko Wielkie - gmina wiejska";"639630930 ";" ";publiczna;;;"DOROTA KORPIK";"GMINA CHRZYPSKO WIELKIE";Gmina;WIELKOPOLSKIE;międzychodzki;"Chrzypsko Wielkie"
3911;"Szkoła podstawowa";"SZKOŁA PODSTAWOWA IM. ASTRID LINDGREN W DĄBROWIE";"ul. Szkolna";"41 ";" ";"62-069 ";Dąbrowa;21970;0582769;"3021052""";"618143106 ";"618143106 ";swed_12@poczta.onet.pl;http://dabrowa.edu.pl/index.php;WIELKOPOLSKIE;poznański;"Dopiewo - gmina wiejska";"632055316 ";"7773125055 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Elżbieta Zapłata- Szwedziak";"GMINA DOPIEWO";Gmina;WIELKOPOLSKIE;poznański;Dopiewo
3919;"Szkoła podstawowa";"SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W DOPIEWCU";"ul. Szkolna";"7 ";" ";"62-070 ";Dopiewiec;21970;0582781;"3021052""";"618148332 ";"618148332 ";sp_dopiewiec@wp.pl;http://www.spdopiewiec.szkolnastrona.pl/;WIELKOPOLSKIE;poznański;"Dopiewo - gmina wiejska";"001225014 ";"7772742082 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Hanna Grządzielewska";"GMINA DOPIEWO";Gmina;WIELKOPOLSKIE;poznański;Dopiewo
3926;Gimnazjum;"GIMNAZJUM DWUJĘZYCZNE IM. STANISŁAWA STASZICA W PLESZEWIE";"ul. Poznańska";"38 ";" ";"63-300 ";Pleszew;17394;0937280;"3020064""";"625080044 ";"625080044 ";lopleszew@lopleszew.pl;www.gimnazjumpleszew.pl;WIELKOPOLSKIE;pleszewski;"Pleszew - miasto";"302186130 ";" ";publiczna;"Dzieci lub młodzież";"brak specyfiki";" ";"POWIAT PLESZEWSKI";"Powiat ziemski";WIELKOPOLSKIE;pleszewski;Pleszew
3945;"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W GRZEGORZEWIE";"ul. Szkolna";"23 ";" ";"62-640 ";Grzegorzew;21970;0285178;"3009052""";"632616413 ";" ";grzegorzew@o2.pl;;WIELKOPOLSKIE;kolski;"Grzegorzew - gmina wiejska";"302186324 ";" ";publiczna;;;"Józef Sochacki";"GMINA GRZEGORZEW";Gmina;WIELKOPOLSKIE;kolski;Grzegorzew
3946;"Szkoła podstawowa";"SZKOŁA PODSTAWOWA IM. MIKOŁAJA KOPERNIKA W WYSZYNACH";;"21 ";" ";"64-834 ";Wyszyny;;0524542;"3001022""";"672843193 ";" ";spwyszyny@vp.pl;;WIELKOPOLSKIE;chodzieski;"Budzyń - gmina wiejska";"001170454 ";"7642249443 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Donata Kędzierska";"GMINA BUDZYŃ";Gmina;WIELKOPOLSKIE;chodzieski;Budzyń
3965;Przedszkole;"PRZEDSZKOLE SAMORZĄDOWE W BUDZYNIU";"os. Wierzbowe";"7a ";" ";"64-840 ";Budzyń;24171;0524393;"3001022""";"672843239 ";" ";budzyn.przedszkole@gmail.com;;WIELKOPOLSKIE;chodzieski;"Budzyń - gmina wiejska";"570271312 ";"7642249503 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Iwona Repczyńska";"GMINA BUDZYŃ";Gmina;WIELKOPOLSKIE;chodzieski;Budzyń
3970;Przedszkole;"PRZEDSZKOLE SAMORZĄDOWE IMIENIA ""KOZIOŁKA MATOŁKA"" W WYSZYNACH";;"6 ";" ";"64-834 ";Wyszyny;;0524542;"3001022""";"672843873 ";" ";przedszkole.wyszyny@onet.eu;;WIELKOPOLSKIE;chodzieski;"Budzyń - gmina wiejska";"570271329 ";"7642249489 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Przemysława Kaczmarczyk";"GMINA BUDZYŃ";Gmina;WIELKOPOLSKIE;chodzieski;Budzyń
4032;"Szkoła podstawowa";"SZKOŁA POSTAWOWA IM. JÓZEFA ZYWERTA W PATRZYKOWIE";;"2A ";" ";"62-511 ";Patrzyków;;0288739;"3010052""";"695241743 ";" ";pzywertowo@onet.pl;;WIELKOPOLSKIE;koniński;"Kramsk - gmina wiejska";"302187170 ";" ";"niepubliczna o uprawnieniach szkoły publicznej";"Dzieci lub młodzież";"brak specyfiki";"Aneta Zarębska";"DANE DO UZUPEŁNIENIA";"Spółki Handlowe";MAZOWIECKIE;Warszawa;Śródmieście
4091;"Szkoła podstawowa";"SZKOŁA PODSTAWOWA W BILCZEWIE";;"2 ";" ";"62-511 ";Bilczew;;0288283;"3010052""";"509865623 ";" ";;;WIELKOPOLSKIE;koniński;"Kramsk - gmina wiejska";"302187364 ";" ";"niepubliczna o uprawnieniach szkoły publicznej";"Dzieci lub młodzież";"brak specyfiki";"Małgorzata Wiśniewska";"DANE DO UZUPEŁNIENIA";"Spółki Handlowe";MAZOWIECKIE;Warszawa;Śródmieście
